nid,uid
870,174168
870,179677
878,122483
878,162502
878,174168
878,179677
880,54435
880,136200
880,140597
880,142575
880,165783
880,172067
886,131542
886,143149
891,95983
891,148900
891,162611
891,164055
891,204622
893,131078
893,133554
893,143921
893,148582
893,148588
893,149952
893,150139
893,156376
893,158195
893,179509
893,181648
893,193325
897,130464
897,143581
897,145485
897,154177
897,163225
897,166887
897,167466
897,172067
902,123223
902,132829
902,139923
902,156613
902,157328
902,162067
902,197218
902,199922
902,205319
902,222505
913,123223
913,125452
913,131078
913,131587
913,133554
913,137473
913,140666
913,141911
913,148582
913,148588
913,149853
913,150139
913,151255
913,152360
913,152431
913,154680
913,154721
913,155771
913,158195
913,159409
913,160723
913,161197
913,162611
913,164198
913,171562
913,172469
913,176204
913,179509
913,179567
913,185674
913,191032
913,192687
913,199922
913,203033
913,204147
913,204408
913,205319
918,132515
919,80986
919,105629
919,110650
919,114753
919,118807
919,130695
919,133062
919,135071
919,139527
919,143570
919,144455
919,144615
919,145029
919,150686
919,152555
919,155940
919,157620
919,159998
919,160354
919,161087
925,133892
938,129231
938,141157
938,144237
938,146367
938,147202
938,148582
938,154919
938,156412
938,160567
938,161324
938,173198
938,185884
938,191775
938,222445
938,222489
938,223061
940,80986
940,117300
940,133360
940,135071
940,135109
940,146089
940,157620
940,199944
949,123960
949,134289
949,145759
949,151668
949,152487
949,154721
949,163661
949,170773
949,171333
949,179509
949,203033
951,69397
951,88969
951,135240
951,139795
951,146498
951,158005
956,128338
956,152243
956,177030
956,177098
956,187252
959,160456
960,142575
960,153069
960,160456
960,176192
962,159908
962,192204
962,200750
962,222453
963,123223
963,139296
963,139298
964,153199
964,159908
964,199944
980,92569
980,126065
980,133554
980,164828
980,173337
980,182165
980,184117
980,196961
980,207476
985,83039
985,146815
985,147740
985,147919
985,159063
985,162611
985,173337
985,183365
985,183964
985,204288
987,138402
987,152487
987,174432
989,133554
989,134302
989,146860
989,163262
989,173337
989,177213
989,184117
989,196961
989,207476
990,112047
990,117950
990,135381
990,136834
990,150243
990,162611
990,164173
990,189549
990,204481
990,204622
991,69494
991,109060
991,118182
991,139520
991,143380
991,144598
991,146860
991,147830
991,154998
991,159047
991,165757
991,169840
991,176731
991,184605
991,203033
991,219663
995,71619
995,72560
995,133615
995,134289
995,148982
995,149375
995,152680
995,163661
995,163828
995,168710
995,171757
995,175746
995,203033
1011,31573
1011,57015
1011,118476
1011,124377
1011,134328
1011,137369
1011,138144
1011,158005
1011,162278
1011,163848
1011,183247
1011,183826
1011,184455
1014,28067
1014,84505
1014,102398
1014,112382
1014,127929
1014,130834
1014,136652
1014,143729
1014,146044
1014,146498
1014,151088
1014,152632
1014,164449
1014,165320
1014,166290
1014,169485
1014,179602
1014,181576
1014,183330
1014,189367
1014,197933
1014,202310
1014,204856
1014,206917
1014,207531
1014,212232
1014,222441
1016,199944
1017,130197
1017,137916
1017,138478
1017,138508
1017,140597
1017,151004
1017,152487
1017,157686
1017,163958
1017,165257
1017,174943
1017,179529
1017,181606
1017,185340
1017,189020
1017,193894
1017,196738
1017,200717
1022,115089
1022,116806
1022,117445
1022,139682
1022,149352
1022,179924
1022,184565
1025,123223
1026,65938
1026,132609
1026,133195
1026,136191
1026,141697
1026,143325
1026,149375
1026,150972
1026,156183
1026,160866
1026,163661
1026,163828
1026,171757
1026,174082
1026,196693
1026,199922
1030,105005
1030,145895
1056,73773
1056,78768
1056,133554
1056,173337
1056,196961
1056,207476
1058,76036
1058,200750
1058,222453
1059,88483
1059,123223
1059,140590
1059,156640
1059,162502
1059,183490
1059,196410
1059,196551
1072,123814
1072,162611
1072,189549
1072,204622
1084,101119
1084,143938
1084,147740
1084,158602
1084,164206
1084,171065
1084,173337
1084,175557
1084,180763
1084,223099
1096,78494
1096,112382
1096,136710
1096,142057
1096,142859
1096,160078
1096,203169
1097,165944
1098,28067
1098,101981
1098,123814
1098,136069
1098,139188
1098,139857
1098,159509
1098,166290
1098,166690
1098,205319
1103,139958
1103,158755
1105,130197
1105,137001
1105,138478
1105,138508
1105,140597
1105,152487
1105,157686
1105,163958
1105,172933
1105,174943
1105,178787
1105,185340
1105,194046
1105,197554
1105,202753
1105,209354
1114,124544
1114,129883
1114,138304
1114,138402
1114,146498
1114,177273
1114,189146
1122,199944
1135,101863
1135,108263
1135,123589
1135,137131
1135,137565
1135,138402
1135,140048
1135,144535
1135,148501
1135,160002
1135,161101
1135,161725
1135,162479
1135,166787
1135,171919
1135,172657
1135,174412
1135,175736
1135,175746
1135,176819
1135,178158
1135,180763
1135,180949
1135,201622
1135,223086
1144,132612
1144,138782
1144,204814
1148,123223
1148,139958
1148,146860
1148,150719
1148,161590
1148,177098
1149,95441
1149,102631
1149,116806
1149,127463
1149,134198
1149,136370
1149,137088
1149,140685
1149,142631
1149,144655
1149,149861
1149,150178
1149,151825
1149,153199
1149,153976
1149,154507
1149,159038
1149,160123
1149,175120
1149,175594
1149,180953
1149,190734
1149,200019
1149,200542
1149,204239
1149,204920
1151,144535
1151,155482
1151,164198
1151,222479
1151,222536
1151,222649
1151,222708
1151,223086
1152,85776
1152,89967
1152,123589
1152,132677
1152,132976
1152,141652
1152,144158
1152,145448
1152,146860
1152,149767
1152,150443
1152,153432
1152,157534
1152,165160
1152,179924
1152,184196
1152,197119
1153,181398
1163,127934
1163,145277
1169,133360
1180,132860
1180,134241
1180,138943
1180,196912
1182,162311
1185,57154
1185,149987
1185,202088
1185,202679
1185,206631
1192,58258
1192,99474
1192,107838
1192,132433
1192,139484
1192,140836
1192,149010
1192,154252
1192,172657
1192,177098
1192,185339
1193,123223
1193,144237
1205,79758
1205,144306
1205,155246
1205,159099
1205,184883
1205,185251
1205,189020
1205,191917
1205,197254
1206,31573
1206,60972
1206,79758
1206,84636
1206,91244
1206,101046
1206,105416
1206,109093
1206,116408
1206,119505
1206,121743
1206,130251
1206,130955
1206,131776
1206,133892
1206,134556
1206,135435
1206,136087
1206,137638
1206,142147
1206,146860
1206,146948
1206,148648
1206,148998
1206,149546
1206,150719
1206,153227
1206,155246
1206,159063
1206,162278
1206,167296
1206,167414
1206,169519
1206,170239
1206,200688
1206,208718
1211,81469
1211,117187
1211,130564
1211,134799
1211,137678
1211,156837
1211,175147
1211,203371
1214,199944
1217,116972
1218,123223
1218,138253
1218,149952
1218,161598
1218,162611
1219,126065
1219,135842
1219,173337
1219,204288
1220,132413
1220,137998
1220,141111
1220,141240
1220,148433
1220,161775
1220,184458
1220,204120
1224,123223
1224,131078
1225,26354
1225,70322
1225,73426
1225,77666
1225,80617
1225,84977
1225,90310
1225,93412
1225,95673
1225,96667
1225,102996
1225,104248
1225,105005
1225,105954
1225,108944
1225,109329
1225,112976
1225,113923
1225,114274
1225,115089
1225,121075
1225,122908
1225,124544
1225,131078
1225,131312
1225,132433
1225,137043
1225,139484
1225,141561
1225,142147
1225,143344
1225,144712
1225,145880
1225,146541
1225,147204
1225,147325
1225,147530
1225,147864
1225,148063
1225,148118
1225,149010
1225,149383
1225,149709
1225,151893
1225,154252
1225,171517
1225,172657
1225,185339
1228,105005
1228,128937
1228,139958
1228,162311
1228,168969
1229,105005
1229,139958
1229,143512
1229,168969
1230,114924
1230,133360
1230,155946
1230,199944
1232,69984
1232,125623
1232,134149
1232,135130
1232,137275
1232,137573
1232,146498
1232,147182
1232,148982
1232,164173
1232,168998
1232,198732
1232,201068
1236,64953
1236,79758
1236,91951
1236,95849
1236,137212
1236,138418
1236,164327
1237,116982
1237,137283
1237,152137
1237,163706
1237,174168
1237,194100
1251,137789
1251,145277
1252,123223
1252,134487
1252,140941
1252,185945
1263,65740
1263,112047
1263,128424
1263,134753
1263,136721
1263,162611
1263,204622
1264,123223
1264,135138
1265,133892
1265,140079
1265,147919
1265,163956
1265,176523
1265,191813
1266,30072
1266,199944
1268,84281
1268,102116
1268,117264
1268,124926
1268,167762
1268,168031
1268,169260
1268,172645
1268,173134
1268,177207
1268,181398
1268,183977
1268,184883
1268,194005
1269,81469
1269,135240
1269,144552
1269,168998
1269,199446
1273,123223
1273,146860
1273,177098
1274,133892
1274,135439
1274,136196
1274,141616
1274,155815
1274,160002
1282,124922
1286,163612
1287,99335
1287,114907
1287,129315
1287,131228
1287,136067
1287,146815
1287,147740
1287,162611
1287,173337
1287,207476
1300,101981
1301,134289
1301,141697
1301,147118
1301,160866
1308,123223
1321,105005
1321,118182
1321,119993
1321,125623
1321,130197
1321,130838
1321,133556
1321,134105
1321,135174
1321,136196
1321,136716
1321,137473
1321,138300
1321,138623
1321,139635
1321,148991
1321,149352
1321,156003
1321,163320
1321,168230
1321,171562
1321,171749
1321,173952
1321,174082
1321,180763
1321,181648
1321,183388
1321,186454
1321,189020
1321,204288
1321,221266
1321,223065
1321,223066
1328,30417
1328,99411
1328,101981
1328,139188
1328,165518
1329,86379
1329,145277
1329,152005
1331,56952
1331,90310
1331,124931
1331,128428
1331,132913
1331,172462
1332,142861
1332,155478
1332,160456
1332,161712
1332,187322
1332,194019
1333,108176
1333,134454
1333,142651
1333,160456
1333,189551
1333,200682
1334,65938
1334,125459
1334,133287
1334,136683
1334,153680
1334,163694
1334,174540
1335,154266
1336,77434
1336,140282
1336,152814
1336,154266
1336,183247
1336,201863
1337,84613
1337,114800
1337,140282
1337,154266
1337,160456
1337,173972
1337,174972
1337,177556
1337,178134
1338,137674
1338,142152
1338,173972
1339,187835
1340,82473
1340,136008
1340,141697
1340,162722
1341,27763
1341,52887
1341,147118
1341,164206
1341,170495
1341,179205
1342,124544
1342,136446
1342,162685
1342,192823
1344,145659
1345,79758
1345,128428
1345,142207
1345,182900
1345,190547
1347,79758
1347,128546
1347,128937
1347,140282
1347,142207
1347,181154
1347,186364
1347,214862
1348,114800
1348,124931
1348,128428
1348,144056
1348,144306
1348,147740
1348,150056
1348,154177
1348,160456
1348,163828
1348,165353
1348,166283
1348,167202
1348,186778
1348,190547
1348,191917
1348,203710
1349,56153
1349,113275
1349,123088
1349,134505
1349,136893
1349,140282
1349,146948
1349,153995
1349,160456
1349,162300
1349,174972
1349,201863
1350,96886
1350,130955
1350,133892
1350,150796
1350,152881
1351,134928
1351,149352
1351,206631
1352,149352
1352,199944
1353,123223
1353,139296
1353,139298
1353,146860
1358,30343
1358,92125
1358,101981
1358,131312
1358,135435
1358,139188
1358,139862
1358,143278
1358,166290
1358,166690
1358,222694
1359,91991
1359,102631
1359,115089
1359,126980
1359,132761
1359,134510
1359,136067
1359,137245
1359,143938
1359,152487
1359,157292
1359,159902
1359,162058
1359,162611
1359,164421
1359,175109
1359,187176
1359,189549
1359,202821
1359,203285
1359,204408
1359,204622
1359,222883
1373,171060
1374,123223
1374,146860
1375,57521
1375,159397
1376,115373
1376,128095
1376,145277
1376,151317
1377,138163
1377,194336
1378,169294
1378,177375
1378,196752
1378,198732
1378,204863
1381,87761
1381,132612
1381,133622
1381,136006
1381,142207
1381,147066
1381,148270
1381,154402
1381,155976
1381,159479
1381,164198
1381,164421
1381,164751
1381,206798
1381,222883
1384,86379
1384,105005
1384,118805
1384,119074
1384,139010
1384,143596
1384,145277
1384,145539
1384,145895
1386,167611
1386,177067
1393,116726
1393,127934
1393,135683
1393,145277
1393,182409
1394,133360
1394,152360
1394,162611
1395,123223
1395,152557
1395,177030
1395,177098
1396,105005
1396,149352
1396,150139
1396,153432
1396,156937
1396,157328
1396,162611
1396,182929
1396,189052
1396,222453
1397,115089
1397,116806
1397,131312
1397,137043
1397,139188
1397,145001
1397,149352
1397,150024
1397,168316
1397,172657
1397,175975
1397,177207
1397,179924
1397,187005
1397,204721
1397,207725
1398,60407
1398,61277
1398,77434
1398,90320
1398,102631
1398,115089
1398,118144
1398,137472
1398,138346
1398,138995
1398,139188
1398,144025
1398,144609
1398,145036
1398,145343
1398,146541
1398,148982
1398,152073
1398,153405
1398,154252
1398,162067
1398,164421
1398,188581
1398,204481
1398,204622
1398,208749
1399,81469
1399,115089
1399,118144
1399,139188
1399,139762
1399,148982
1399,152073
1399,156039
1399,162067
1399,204622
1403,26522
1403,28067
1403,31573
1403,67010
1403,67995
1403,68089
1403,76508
1403,77417
1403,81544
1403,82512
1403,99089
1403,101981
1403,107170
1403,116441
1403,124544
1403,124926
1403,125873
1403,126949
1403,129883
1403,133822
1403,134457
1403,135101
1403,136920
1403,136947
1403,137275
1403,137573
1403,138144
1403,139539
1403,140282
1403,144189
1403,144694
1403,146498
1403,146518
1403,147139
1403,147340
1403,148435
1403,149406
1403,149831
1403,152835
1403,153432
1403,153779
1403,155142
1403,155552
1403,157952
1403,158480
1403,159920
1403,159945
1403,160774
1403,161586
1403,163683
1403,163782
1403,164449
1403,166290
1403,166690
1403,168031
1403,169840
1403,179659
1403,183247
1403,184790
1403,184923
1403,187254
1403,188829
1403,189683
1403,189948
1403,191483
1403,200250
1403,203623
1403,206434
1403,207246
1403,223031
1405,133360
1405,162611
1405,163954
1405,199944
1409,123223
1409,142707
1409,153432
1409,156618
1409,167565
1409,182409
1409,185340
1416,114800
1416,115089
1416,140000
1416,148041
1416,222651
1417,87761
1417,104929
1417,115089
1417,122780
1417,134564
1417,135208
1417,143380
1417,149987
1417,168011
1417,170495
1417,194872
1417,206135
1418,143380
1418,152771
1418,165353
1419,168998
1419,223090
1423,94938
1423,144237
1423,145217
1423,146520
1423,199922
1423,222445
1439,116606
1439,144609
1439,204622
1440,57958
1440,109006
1440,112047
1440,118994
1440,128424
1440,159479
1440,162611
1440,204622
1441,101981
1441,118144
1441,135435
1441,136069
1441,139188
1441,144025
1441,161242
1441,166290
1441,167340
1442,30343
1442,65856
1442,119949
1442,126139
1442,135113
1442,135240
1442,139188
1442,139276
1442,143378
1442,144618
1442,150731
1442,154803
1442,162611
1442,171825
1442,184095
1442,186479
1442,192823
1442,204622
1442,206135
1443,178068
1444,155946
1444,162611
1444,199944
1445,161986
1445,188724
1445,197285
1445,197730
1446,60407
1446,78768
1446,94938
1446,101981
1446,105005
1446,128481
1446,128740
1446,132567
1446,132628
1446,133195
1446,133892
1446,135971
1446,142492
1446,144727
1446,146860
1446,151848
1446,152487
1446,155815
1446,157328
1446,159902
1446,160002
1446,160567
1446,176731
1446,178286
1446,181152
1446,181154
1446,182958
1446,190214
1446,195818
1446,196825
1446,199922
1446,200009
1446,222820
1450,161742
1450,222484
1451,135683
1451,145277
1451,145535
1452,97187
1452,123223
1452,131078
1452,136191
1452,137473
1452,137916
1452,137989
1452,138782
1452,139923
1452,140121
1452,143374
1452,143380
1452,143921
1452,145154
1452,150139
1452,153618
1452,153820
1452,156115
1452,159397
1452,162067
1452,164198
1452,165781
1452,167565
1452,168525
1452,181438
1452,183096
1452,186969
1452,188427
1452,195670
1452,203033
1452,203371
1452,204408
1452,205319
1453,124235
1453,131078
1453,132829
1453,133554
1453,133615
1453,133780
1453,136830
1453,138782
1453,145645
1453,146096
1453,148982
1453,149853
1453,150139
1453,152431
1453,155771
1453,156940
1453,157223
1453,162067
1453,162824
1453,163960
1453,164198
1453,176751
1453,178286
1453,183096
1453,192687
1453,199922
1453,203033
1453,204408
1453,204649
1453,205319
1453,205365
1453,222505
1455,86379
1455,145277
1456,123223
1456,177098
1456,200322
1457,101981
1457,132628
1457,133026
1457,133332
1457,137949
1457,142492
1457,146836
1457,148416
1457,151614
1457,158213
1457,158949
1457,159728
1457,159902
1457,162244
1457,176731
1457,177098
1457,180476
1457,181152
1457,190606
1457,196825
1457,200009
1457,222820
1468,65740
1468,82473
1468,143167
1468,150243
1468,162611
1468,163195
1468,204622
1469,61277
1469,108217
1469,116606
1469,138782
1469,144609
1469,204622
1470,86379
1470,145277
1483,123814
1483,138418
1483,138995
1483,139021
1483,148270
1483,148273
1483,148982
1483,150112
1483,161685
1483,162542
1483,162611
1483,164421
1483,168998
1483,178066
1483,182868
1483,204622
1484,28067
1484,30343
1484,103073
1484,116990
1484,118144
1484,135435
1484,139188
1484,142072
1484,144025
1484,159509
1484,164369
1484,166290
1484,166690
1486,133360
1488,112382
1488,133558
1488,134881
1488,139980
1488,141760
1488,148749
1488,152039
1488,160078
1488,160679
1488,162231
1488,165360
1488,172504
1488,184032
1488,187194
1488,200737
1489,192069
1490,106876
1490,135683
1490,137559
1490,138952
1490,139296
1490,145277
1490,145535
1490,147676
1490,158140
1490,159124
1490,159733
1490,162891
1490,182409
1490,197055
1491,81469
1491,93152
1491,104137
1491,104660
1491,129231
1491,135840
1491,139203
1491,139484
1491,139958
1491,143346
1491,146169
1491,146860
1491,148982
1491,154680
1491,154998
1491,159038
1491,162611
1491,164481
1491,165684
1491,168316
1491,172657
1491,177098
1491,183987
1491,186567
1492,28956
1492,82976
1492,91216
1492,92387
1492,97912
1492,102631
1492,132433
1492,137043
1492,137931
1492,138346
1492,138418
1492,139296
1492,139298
1492,142207
1492,145880
1492,147066
1492,147182
1492,149352
1492,152635
1492,157177
1492,158769
1492,159902
1492,168998
1492,171517
1492,175609
1492,182763
1492,201622
1492,204622
1493,123223
1493,139296
1493,139298
1493,141157
1493,143374
1493,146860
1493,158363
1493,177098
1494,133360
1494,162611
1495,131228
1495,164198
1495,173337
1496,28067
1496,116990
1496,118144
1496,131312
1496,136069
1496,139188
1496,142011
1496,142072
1496,144025
1496,166290
1498,123223
1499,133360
1499,162611
1499,199944
1499,202679
1500,30343
1500,54430
1500,66180
1500,82473
1500,91345
1500,110650
1500,112047
1500,116441
1500,118994
1500,119949
1500,126139
1500,135113
1500,135240
1500,137050
1500,138337
1500,139188
1500,143167
1500,151960
1500,152527
1500,155365
1500,156039
1500,162611
1500,171825
1500,192823
1500,204622
1500,206135
1500,208749
1501,134866
1501,135683
1501,138952
1501,145277
1501,182409
1502,105005
1502,123223
1502,124063
1502,142707
1502,202679
1503,105005
1503,145895
1503,153432
1503,222484
1505,152527
1505,162611
1505,199944
1511,128561
1511,144609
1511,148982
1511,154247
1512,123223
1515,137562
1515,142091
1515,143371
1515,147919
1515,149564
1515,157509
1515,158647
1515,163956
1515,167058
1515,187832
1515,223034
1517,60569
1517,144535
1517,155482
1517,163164
1517,166787
1517,223086
1520,65740
1520,143167
1520,144609
1520,150243
1520,162611
1520,204622
1521,61277
1521,81469
1521,115089
1521,118144
1521,134320
1521,137043
1521,139762
1521,144025
1521,144609
1521,148982
1521,152073
1521,162067
1521,165113
1521,169368
1521,182944
1521,184254
1521,196638
1521,204343
1521,204622
1521,205610
1526,144535
1526,155482
1526,163164
1526,164198
1526,166787
1527,133360
1527,162611
1527,199944
1528,123223
1528,177098
1529,169603
1530,61277
1530,154166
1530,164421
1530,204622
1530,223032
1531,84636
1531,107366
1531,123223
1531,143374
1531,146860
1531,177098
1532,57958
1532,65740
1532,97912
1532,109006
1532,118994
1532,135381
1532,143167
1532,144609
1532,162611
1532,204622
1533,123223
1533,222800
1534,95331
1534,113530
1534,123223
1534,132510
1534,133019
1534,160313
1534,179048
1534,185495
1534,222635
1537,105005
1537,145277
1537,149352
1537,153432
1537,162611
1537,222484
1538,148982
1538,168998
1539,29270
1539,81469
1539,87761
1539,88483
1539,89967
1539,105005
1539,123589
1539,127463
1539,128481
1539,131228
1539,133195
1539,140000
1539,141697
1539,144158
1539,145448
1539,145759
1539,145895
1539,146860
1539,149767
1539,149985
1539,150043
1539,150443
1539,153432
1539,156640
1539,157534
1539,158616
1539,159038
1539,162502
1539,162722
1539,168677
1539,169483
1539,171190
1539,171562
1539,177967
1539,179924
1539,181154
1539,184196
1539,184458
1539,191868
1539,195695
1539,196520
1539,196551
1539,196672
1539,196977
1539,197119
1539,198394
1539,204239
1540,81469
1540,129231
1541,136309
1541,138245
1541,143371
1541,147919
1541,147955
1541,157509
1541,167058
1541,178282
1541,180931
1541,183377
1541,204155
1541,206889
1541,223034
1542,133892
1542,138170
1542,138718
1542,139241
1542,140079
1542,147919
1542,159067
1542,159617
1542,163956
1542,170253
1542,175975
1542,176523
1542,177375
1542,177800
1542,177933
1542,178174
1542,189802
1542,190595
1542,191813
1542,195709
1542,204863
1542,208621
1544,103161
1544,145035
1544,158487
1547,86379
1547,145277
1547,158755
1548,123223
1548,146860
1548,177030
1548,177098
1549,133360
1549,162611
1550,123223
1551,99786
1551,104137
1551,137573
1551,138973
1551,140118
1551,141697
1551,147163
1551,150178
1551,155530
1551,165838
1551,177621
1551,178848
1551,181582
1551,183490
1551,190734
1551,192823
1551,201532
1551,204239
1553,91335
1553,105005
1553,152123
1553,152545
1553,160551
1553,188201
1553,194921
1553,221717
1554,198835
1554,199944
1554,221717
1554,222810
1555,161986
1555,167611
1555,179373
1555,197730
1555,215192
1557,105005
1557,149352
1557,157328
1558,85776
1558,113275
1558,119993
1558,123589
1558,132761
1558,133420
1558,134105
1558,134239
1558,134755
1558,136196
